path,local_jitter,local_shimmer,min_intensity,relative_min_intensity_time,max_intensity,relative_max_intensity_time,mean_intensity,stddev_intensity,q1_intensity,median_intensity,q3_intensity,voiced_fraction,min_pitch,relative_min_pitch_time,max_pitch,relative_max_pitch_time,mean_pitch,stddev_pitch,q1_pitch,q3_pitch,mean_absolute_pitch_slope,pitch_slope_without_octave_jumps,min_hnr,relative_min_hnr_time,max_hnr,relative_max_hnr_time,mean_hnr,stddev_hnr,min_gne,max_gne,mean_gne,stddev_gne,sum_gne,band_energy,band_density,band_energy_difference,band_density_difference,center_of_gravity_spectrum,stddev_spectrum,skewness_spectrum,kurtosis_spectrum,central_moment_spectrum,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,formant_dispersion,average_formant,mff,fitch_vtl,delta_f,vtl_delta_f,source,class
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_bar_fear.wav,0.008084266114195314,0.04247383096262311,25.467958747159848,0.9734606806942695,71.3032701378593,0.19499863958108626,59.01268510800632,10.128796543981599,54.4339214011977,290.2327257688024,65.32381651252848,0.7272727272727273,249.9478064669683,0.301476682851909,329.66440421402496,0.9170083655779216,289.7187908387772,15.979449243574228,278.5391543767563,301.1833050215311,356.5152910788657,21.374445284524608,-227.34878202721063,0.30765659846795307,46.10934567248252,0.2958222235268643,19.8453600934299,8.366499863198689,0.0,0.8087586090255261,0.263434510977676,0.33856098381440636,685.1931630529352,0.0015601973463376952,1.950246682922119e-06,1.522229135152327,-6.928751264990241,623.9264319996333,763.8137719239431,7.8278947702796815,74.26817905864658,3488248633.4969893,471.0851630167695,1274.14359608642,2263.9458092932628,3645.843981423053,407.4991703814104,1144.8676949629976,2348.3859339726496,3646.831678570648,1079.777502729746,1886.8961194719263,1413.8124598101579,19.956516932664414,978.8536589316235,17.87805545836187,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_gaze_fear.wav,0.011160588099804893,0.04534171449589708,26.106563309184303,0.6167277354370866,69.51440477009095,0.1878175057405561,56.744203053239204,9.999953143961351,52.8013923370471,282.80374420591994,63.26565527146552,0.7212121212121212,224.4921979390757,0.5697857084890148,366.2526023520178,0.9057494128977619,279.77841555366143,22.998895125628266,269.80438296911495,291.23226102312304,400.2219028012997,24.898249334015773,-228.85338734586054,0.5831640672522446,57.77458178067498,0.571415277849374,18.83488092089241,8.924282479444143,0.0,0.7745161551092882,0.25008738933285696,0.32052742722295247,650.4772996547609,0.0009122556160995779,1.1403195201244723e-06,-2.117810850492629,-10.568791250635197,521.1171342849693,894.8301442892788,8.118264554716824,74.18947504825087,5816811862.112721,416.96628915340887,1679.9872994517439,2656.8854440453642,3747.2232911448814,373.2990181483672,1847.4703834614168,2757.670337982902,3835.769560939978,1154.1568475972035,2203.552325133166,1643.4530330081184,17.37030624253718,1108.4392567863565,15.787964827894035,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_near_fear.wav,0.004565578396804647,0.03581957933498882,42.74118688027096,0.9667497449946086,71.8291316536193,0.7763773825489999,64.62246581914097,5.716411613718347,63.77272082046934,293.92333105888633,67.25765765075876,0.8832116788321168,262.84833719483083,0.25793544731532886,334.11423646966836,0.9476123154712601,296.2795514431233,17.06974324292503,282.36770388422127,306.61241077632275,264.2922662784586,15.518740785148715,-226.6286070732093,0.962480692448926,38.95414647330912,0.6851825335321694,24.510098082651854,8.41259927547886,0.0,0.8566579034378388,0.27300126776072303,0.35216618198826366,710.0762974456405,0.002358922221159544,2.9486527764494302e-06,-6.867279946377067,-15.318260346519635,419.8002580322889,537.8500149499085,11.17425824128112,158.33741599856364,1738610343.1174643,368.0066638153306,1437.5233553329392,2307.0761514008927,3664.1048585938015,337.3427047901283,1317.7371515463549,2368.881695011931,3687.2593576277377,1116.6388842792032,1927.805227244038,1403.7403796662297,20.234602817257034,998.7090032829288,17.522621647020785,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav,0.007456560730893064,0.04177431991369696,23.281785960741267,0.6772023957691278,73.77030650766136,0.7994119609596602,59.863647757773414,11.489488296774207,53.80607935593211,299.68144608772565,67.287715952779,0.7177914110429447,239.26392265167237,0.6132096381260291,340.21574213578606,0.1453375683261929,298.47741313813606,19.821584318054587,289.415577163553,307.94614811926556,390.99513245619517,23.303721995251134,-227.23455615216398,0.31365194267986407,35.4730092218102,0.7403979602478976,21.70692365630144,6.7816124976895145,0.0,0.897860215409982,0.2931783875380112,0.3766618448746117,762.5569859863671,0.0025241435578481353,3.155179447310169e-06,0.450058414890241,-8.000921985252328,576.5395457737242,692.7330165041633,8.651972810947465,95.91629593670741,2876158445.885889,420.4921006043423,1564.8399975508557,2361.498668575157,3625.7089961286065,365.7503343055384,1682.5181437733293,2410.4607676030105,3619.7593509470335,1084.6696722138317,2019.6221491572278,1522.2327576895514,18.649027290256903,1019.1410490540432,17.17132286668595,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_soap_fear.wav,0.010784468917010192,0.04496372491496773,22.834482105179692,0.9222705150592061,70.77259021633796,0.170920754286422,58.039930488238134,10.755157775572718,53.468799959573076,284.3696710826448,65.06380898454255,0.6428571428571429,237.8639180920476,0.5770104681868538,341.12329575076086,0.8671929933552474,284.44495147212115,20.77091711360806,272.1679856438992,295.41126789027396,405.6969940891995,24.594797802151714,-227.0624133013112,0.9004882896690455,48.17318834105727,0.5844371428688111,17.889322069199725,10.563520928892661,0.0,0.8333359412911918,0.2579372481417164,0.3319591424718716,670.8947824166045,0.001481035123869179,1.8512939048364737e-06,-0.2567160540061678,-8.707696454148735,629.211278318889,1111.2726024176798,6.528974290935107,46.12603201248204,8959974637.456623,421.3819764160323,1263.5847359613595,2507.1857967080823,3569.0639245548273,392.49104153766154,1134.333044225093,2564.4199518923942,3492.2306562200765,1033.2465382274715,1895.8686734688063,1413.0762592054407,20.008543904104634,977.6953458860821,17.899236273994745,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav,0.007882901450333428,0.04183671541761769,42.196467342472445,0.5858407674123088,70.83630670769857,0.7305440244802679,62.31746613037926,8.364293544230849,57.26857982088265,316.91407717431855,67.90030212798591,0.7777777777777778,276.5320019812243,0.5486719872844686,379.23662867043475,0.9709017043362997,314.77234559486345,15.966967170335412,303.2596797343443,323.46920720417273,359.4887339484702,19.75862572609477,-227.24696586760078,0.568497637330183,36.55593939464288,0.965113991555274,20.14861072075601,10.04052818171173,0.0,0.9032377728724189,0.2998309389288319,0.38476038097086945,779.8602721538917,0.0020248617918290374,2.5310772397862968e-06,-3.634801004504593,-12.085781404647163,528.5588849985339,712.3671760163352,8.741788250828119,97.19087363145138,3160181183.687324,409.1520283674823,1271.6124614626247,2557.45314137841,3636.3537064344446,382.612649156879,1200.316794186045,2615.7041584399517,3569.3983882106318,1062.2619130179175,1942.0079974983769,1438.9964186260945,19.65599015647329,1001.1398224140285,17.480075817783973,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_room_fear.wav,0.00635604086003749,0.040661785740855896,41.37568367564377,0.02910932010746014,70.47432750646064,0.19383108432990395,61.25602646253736,6.424605224740269,57.573816559978226,276.4285760973417,65.68943047516866,0.8709677419354839,226.43417588198207,0.7021819588895126,367.82537314453515,0.9430839343926783,280.79955959192233,26.825312483367373,267.9063048812071,288.39385990001944,366.66608451594175,22.232204369217015,-227.15861966362968,0.941460012399256,44.387220352045446,0.9288499934749345,24.25477790421131,5.309697149029048,0.0,0.8686642142698879,0.2826408108345076,0.36474527961166253,735.1487489805543,0.0014731628462220205,1.8414535577775255e-06,-4.119888816356462,-12.57086921649903,449.9242553224441,581.5295383890101,10.758289400443365,153.03298408168487,2115721798.488064,373.7318739807948,1283.956678979223,2408.580623626857,3717.3350913860086,344.9878371467422,1157.3220998525335,2496.099598242688,3677.7558387287004,1110.9226671939862,1919.0413434926659,1383.6482832155052,20.556602038370233,1000.9938809290163,17.48262435306633,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_wheat_fear.wav,0.0069547739175502814,0.04125308039035384,34.585732166476134,0.9309144765304036,70.07450546414225,0.788155092613351,60.295778916837214,9.58082588617159,56.17463892005668,304.9642771318722,66.70641948527484,0.7744360902255639,272.9892409023281,0.6156952036137588,354.8306050039452,0.8430824953380688,307.20109087816087,17.19106738600052,293.1206214768871,316.5879534822886,411.82929637128944,23.245939688947818,-227.34577683794924,0.9060829562142235,33.85598522331991,0.7017599210405441,22.42474241534058,6.957162818439372,0.0,0.8421862300364773,0.27765855914815324,0.3567759903086112,722.1899123443466,0.0015009081196236144,1.876135149529518e-06,-8.666637515715074,-17.117617915857643,429.0574626290008,591.1577869393714,10.662253612719358,141.50412241924704,2202719783.4420557,363.8909651360345,1526.9099724180817,2460.636344509325,3688.1169243350687,344.14936671178646,1369.2632435538421,2492.756816591263,3684.783201106473,1113.5446114648955,1972.7381569908412,1442.3858210007045,19.692291570679572,1016.8858473351177,17.209404620844158,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_time_fear.wav,0.007918403984860803,0.0350853226377387,25.84175916513174,0.6369810554553446,74.89378953628686,0.7371367491572518,62.886070691570744,9.909261965740654,59.850909809238274,304.31160795221325,68.52725556221624,0.7905405405405406,238.73339686852566,0.5813611738522795,388.2340154193285,0.7075678440258643,304.2206615937799,27.037707412958067,285.20078734371384,319.0555042523082,424.41017206988494,23.4496516426416,-228.01970922154095,0.9855188181498418,33.05290564682485,0.38950231787395834,20.92203126183595,8.315380169720106,0.0,0.8531800516429937,0.27571985163378704,0.35409186007582305,717.1473340994801,0.00286149546457739,3.5768693307217372e-06,2.3374061351521016,-6.113574264990467,665.6204932490834,650.930529136733,7.741737071853191,83.01471461398359,2135218579.6741672,489.36808381733687,1430.332751546595,2501.2265064201124,3830.578299341453,464.3785494369978,1302.4932595441683,2610.897215897031,3813.3055220333836,1116.308990865462,2047.768636727895,1566.5157046860395,17.95372832851214,1050.463882423532,16.65930670517261,TESS,female_fear
/home/alaa/Downloads/Concordia/TÉLUQ/ser/Explo_1/Audio Datasets/TESS Toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_jug_fear.wav,0.008751855990321742,0.055784867968808015,21.613533048537256,0.9596596214773815,72.79656934670707,0.14606366000168447,57.229587957043286,11.6417013428131,51.41709600973769,282.43267848566745,65.69646631998914,0.7039106145251397,227.07539365474474,0.5674042886045095,389.7746318791717,0.8220487871120306,282.40947035139635,32.05191950375841,265.86122119893344,290.99025016763267,452.3927066423809,26.886211831685518,-227.8696856083047,0.8859077150736531,52.63963811581647,0.8749023029446715,20.898750410883892,5.788645822302895,0.0,0.8532575435819895,0.2928027938784492,0.37469388112703256,761.5800668778464,0.0016524865277568119,2.065608159696015e-06,0.8358337633900036,-7.615146636752565,574.4462160580246,704.6727453855173,8.332700186663473,85.97109983714991,2915735871.700973,425.8953549058646,1439.4468763413074,2411.4828029255605,3628.631422380577,389.75770764389375,1411.0100637402838,2489.864001197824,3636.559601889818,1082.2672980819748,1981.797843617955,1493.818349738991,18.866905556832585,1012.5720266210142,17.28272116937505,TESS,female_fear
